experiment,experiment_id,condition,condition_id,stimulus_id,stimulus_name,page_id,item_id,text,question_id,question,response_true,distractor_1,distractor_2,distractor_3,para_id,page_word_id,para_word_id,stim_word_id,exp_word_id
reveil-zh,1,real,1,1,Bottle-Message,7,7,请,,,,,,,0,72,72,625,625
reveil-zh,1,real,1,1,Bottle-Message,7,7,求,,,,,,,0,73,73,626,626
reveil-zh,1,real,1,1,Bottle-Message,7,7,发,,,,,,,0,74,74,627,627
reveil-zh,1,real,1,1,Bottle-Message,7,7,现,,,,,,,0,75,75,628,628
reveil-zh,1,real,1,1,Bottle-Message,7,7,者,,,,,,,0,76,76,629,629
reveil-zh,1,real,1,1,Bottle-Message,7,7,将,,,,,,,0,77,77,630,630
reveil-zh,1,real,1,1,Bottle-Message,7,7,信,,,,,,,0,78,78,631,631
reveil-zh,1,real,1,1,Bottle-Message,7,7,件,,,,,,,0,79,79,632,632
reveil-zh,1,real,1,1,Bottle-Message,7,7,寄,,,,,,,0,80,80,633,633
reveil-zh,1,real,1,1,Bottle-Message,7,7,回,,,,,,,0,81,81,634,634
reveil-zh,1,real,1,1,Bottle-Message,7,7,他,,,,,,,0,82,82,635,635
reveil-zh,1,real,1,1,Bottle-Message,7,7,的,,,,,,,0,83,83,636,636
reveil-zh,1,real,1,1,Bottle-Message,7,7,家,,,,,,,0,84,84,637,637
reveil-zh,1,real,1,1,Bottle-Message,7,7,庭,,,,,,,0,85,85,638,638
reveil-zh,1,real,1,1,Bottle-Message,7,7,住,,,,,,,0,86,86,639,639
reveil-zh,1,real,1,1,Bottle-Message,7,7,址,,,,,,,0,87,87,640,640
reveil-zh,1,real,1,1,Bottle-Message,7,7,，,,,,,,,0,88,88,641,641
reveil-zh,1,real,1,1,Bottle-Message,7,7,并,,,,,,,0,89,89,642,642
reveil-zh,1,real,1,1,Bottle-Message,7,7,附,,,,,,,0,90,90,643,643
reveil-zh,1,real,1,1,Bottle-Message,7,7,上,,,,,,,0,91,91,644,644
reveil-zh,1,real,1,1,Bottle-Message,7,7,两,,,,,,,0,92,92,645,645
reveil-zh,1,real,1,1,Bottle-Message,7,7,张,,,,,,,0,93,93,646,646
reveil-zh,1,real,1,1,Bottle-Message,7,7,邮,,,,,,,0,94,94,647,647
reveil-zh,1,real,1,1,Bottle-Message,7,7,票,,,,,,,0,95,95,648,648
reveil-zh,1,real,1,1,Bottle-Message,7,7,，,,,,,,,0,96,96,649,649
reveil-zh,1,real,1,1,Bottle-Message,7,7,以,,,,,,,0,97,97,650,650
reveil-zh,1,real,1,1,Bottle-Message,7,7,免,,,,,,,0,98,98,651,651
reveil-zh,1,real,1,1,Bottle-Message,7,7,对,,,,,,,0,99,99,652,652
reveil-zh,1,real,1,1,Bottle-Message,7,7,方,,,,,,,0,100,100,653,653
reveil-zh,1,real,1,1,Bottle-Message,7,7,承,,,,,,,0,101,101,654,654
reveil-zh,1,real,1,1,Bottle-Message,7,7,担,,,,,,,0,102,102,655,655
reveil-zh,1,real,1,1,Bottle-Message,7,7,邮,,,,,,,0,103,103,656,656
reveil-zh,1,real,1,1,Bottle-Message,7,7,资,,,,,,,0,104,104,657,657
reveil-zh,1,real,1,1,Bottle-Message,7,7,。,,,,,,,0,105,105,658,658
reveil-zh,1,real,1,1,Bottle-Message,8,8,“,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,0,0,659,659
reveil-zh,1,real,1,1,Bottle-Message,8,8,他,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,1,1,660,660
reveil-zh,1,real,1,1,Bottle-Message,8,8,一,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,2,2,661,661
reveil-zh,1,real,1,1,Bottle-Message,8,8,定,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,3,3,662,662
reveil-zh,1,real,1,1,Bottle-Message,8,8,没,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,4,4,663,663
reveil-zh,1,real,1,1,Bottle-Message,8,8,想,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,5,5,664,664
reveil-zh,1,real,1,1,Bottle-Message,8,8,到,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,6,6,665,665
reveil-zh,1,real,1,1,Bottle-Message,8,8,，,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,7,7,666,666
reveil-zh,1,real,1,1,Bottle-Message,8,8,这,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,8,8,667,667
reveil-zh,1,real,1,1,Bottle-Message,8,8,封,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,9,9,668,668
reveil-zh,1,real,1,1,Bottle-Message,8,8,信,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,10,10,669,669
reveil-zh,1,real,1,1,Bottle-Message,8,8,竟,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,11,11,670,670
reveil-zh,1,real,1,1,Bottle-Message,8,8,然,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,12,12,671,671
reveil-zh,1,real,1,1,Bottle-Message,8,8,花,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,13,13,672,672
reveil-zh,1,real,1,1,Bottle-Message,8,8,了,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,14,14,673,673
reveil-zh,1,real,1,1,Bottle-Message,8,8,一,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,15,15,674,674
reveil-zh,1,real,1,1,Bottle-Message,8,8,百,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,16,16,675,675
reveil-zh,1,real,1,1,Bottle-Message,8,8,零,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,17,17,676,676
reveil-zh,1,real,1,1,Bottle-Message,8,8,一,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,18,18,677,677
reveil-zh,1,real,1,1,Bottle-Message,8,8,年,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,19,19,678,678
reveil-zh,1,real,1,1,Bottle-Message,8,8,才,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,20,20,679,679
reveil-zh,1,real,1,1,Bottle-Message,8,8,送,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,21,21,680,680
reveil-zh,1,real,1,1,Bottle-Message,8,8,达,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,22,22,681,681
reveil-zh,1,real,1,1,Bottle-Message,8,8,。,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,23,23,682,682
reveil-zh,1,real,1,1,Bottle-Message,8,8,”,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,24,24,683,683
reveil-zh,1,real,1,1,Bottle-Message,8,8,杨,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,25,25,684,684
reveil-zh,1,real,1,1,Bottle-Message,8,8,丹,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,26,26,685,685
reveil-zh,1,real,1,1,Bottle-Message,8,8,丹,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,27,27,686,686
reveil-zh,1,real,1,1,Bottle-Message,8,8,说,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,28,28,687,687
reveil-zh,1,real,1,1,Bottle-Message,8,8,。,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,29,29,688,688
reveil-zh,1,real,1,1,Bottle-Message,8,8,她,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,30,30,689,689
reveil-zh,1,real,1,1,Bottle-Message,8,8,表,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,31,31,690,690
reveil-zh,1,real,1,1,Bottle-Message,8,8,示,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,32,32,691,691
reveil-zh,1,real,1,1,Bottle-Message,8,8,，,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,33,33,692,692
reveil-zh,1,real,1,1,Bottle-Message,8,8,虽,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,34,34,693,693
reveil-zh,1,real,1,1,Bottle-Message,8,8,从,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,35,35,694,694
reveil-zh,1,real,1,1,Bottle-Message,8,8,未,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,36,36,695,695
reveil-zh,1,real,1,1,Bottle-Message,8,8,见,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,37,37,696,696
reveil-zh,1,real,1,1,Bottle-Message,8,8,过,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,38,38,697,697
reveil-zh,1,real,1,1,Bottle-Message,8,8,祖,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,39,39,698,698
reveil-zh,1,real,1,1,Bottle-Message,8,8,父,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,40,40,699,699
reveil-zh,1,real,1,1,Bottle-Message,8,8,—,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,41,41,700,700
reveil-zh,1,real,1,1,Bottle-Message,8,8,—,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,42,42,701,701
reveil-zh,1,real,1,1,Bottle-Message,8,8,他,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,43,43,702,702
reveil-zh,1,real,1,1,Bottle-Message,8,8,在,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,44,44,703,703
reveil-zh,1,real,1,1,Bottle-Message,8,8,她,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,45,45,704,704
reveil-zh,1,real,1,1,Bottle-Message,8,8,出,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,46,46,705,705
reveil-zh,1,real,1,1,Bottle-Message,8,8,生,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,47,47,706,706
reveil-zh,1,real,1,1,Bottle-Message,8,8,前,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,48,48,707,707
reveil-zh,1,real,1,1,Bottle-Message,8,8,六,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,49,49,708,708
reveil-zh,1,real,1,1,Bottle-Message,8,8,年,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,50,50,709,709
reveil-zh,1,real,1,1,Bottle-Message,8,8,去,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,51,51,710,710
reveil-zh,1,real,1,1,Bottle-Message,8,8,世,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,52,52,711,711
reveil-zh,1,real,1,1,Bottle-Message,8,8,，,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,53,53,712,712
reveil-zh,1,real,1,1,Bottle-Message,8,8,享,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,54,54,713,713
reveil-zh,1,real,1,1,Bottle-Message,8,8,年,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,55,55,714,714
reveil-zh,1,real,1,1,Bottle-Message,8,8,5,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,56,56,715,715
reveil-zh,1,real,1,1,Bottle-Message,8,8,4,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,57,57,716,716
reveil-zh,1,real,1,1,Bottle-Message,8,8,岁,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,58,58,717,717
reveil-zh,1,real,1,1,Bottle-Message,8,8,—,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,59,59,718,718
reveil-zh,1,real,1,1,Bottle-Message,8,8,—,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,60,60,719,719
reveil-zh,1,real,1,1,Bottle-Message,8,8,但,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,61,61,720,720
reveil-zh,1,real,1,1,Bottle-Message,8,8,收,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,62,62,721,721
reveil-zh,1,real,1,1,Bottle-Message,8,8,到,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,63,63,722,722
reveil-zh,1,real,1,1,Bottle-Message,8,8,这,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,64,64,723,723
reveil-zh,1,real,1,1,Bottle-Message,8,8,封,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,65,65,724,724
reveil-zh,1,real,1,1,Bottle-Message,8,8,跨,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,66,66,725,725
reveil-zh,1,real,1,1,Bottle-Message,8,8,越,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,67,67,726,726
reveil-zh,1,real,1,1,Bottle-Message,8,8,百,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,68,68,727,727
reveil-zh,1,real,1,1,Bottle-Message,8,8,年,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,69,69,728,728
reveil-zh,1,real,1,1,Bottle-Message,8,8,的,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,70,70,729,729
reveil-zh,1,real,1,1,Bottle-Message,8,8,信,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,71,71,730,730
reveil-zh,1,real,1,1,Bottle-Message,8,8,，,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,72,72,731,731
reveil-zh,1,real,1,1,Bottle-Message,8,8,依,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,73,73,732,732
reveil-zh,1,real,1,1,Bottle-Message,8,8,然,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,74,74,733,733
reveil-zh,1,real,1,1,Bottle-Message,8,8,令,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,75,75,734,734
reveil-zh,1,real,1,1,Bottle-Message,8,8,她,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,76,76,735,735
reveil-zh,1,real,1,1,Bottle-Message,8,8,深,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,77,77,736,736
reveil-zh,1,real,1,1,Bottle-Message,8,8,受,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,78,78,737,737
reveil-zh,1,real,1,1,Bottle-Message,8,8,感,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,79,79,738,738
reveil-zh,1,real,1,1,Bottle-Message,8,8,动,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,80,80,739,739
reveil-zh,1,real,1,1,Bottle-Message,8,8,，,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,81,81,740,740
reveil-zh,1,real,1,1,Bottle-Message,8,8,仿,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,82,82,741,741
reveil-zh,1,real,1,1,Bottle-Message,8,8,佛,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,83,83,742,742
reveil-zh,1,real,1,1,Bottle-Message,8,8,与,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,84,84,743,743
reveil-zh,1,real,1,1,Bottle-Message,8,8,祖,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,85,85,744,744
reveil-zh,1,real,1,1,Bottle-Message,8,8,父,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,86,86,745,745
reveil-zh,1,real,1,1,Bottle-Message,8,8,穿,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,87,87,746,746
reveil-zh,1,real,1,1,Bottle-Message,8,8,越,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,88,88,747,747
reveil-zh,1,real,1,1,Bottle-Message,8,8,时,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,89,89,748,748
reveil-zh,1,real,1,1,Bottle-Message,8,8,空,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,90,90,749,749
reveil-zh,1,real,1,1,Bottle-Message,8,8,建,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,91,91,750,750
reveil-zh,1,real,1,1,Bottle-Message,8,8,立,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,92,92,751,751
reveil-zh,1,real,1,1,Bottle-Message,8,8,了,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,93,93,752,752
reveil-zh,1,real,1,1,Bottle-Message,8,8,联,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,94,94,753,753
reveil-zh,1,real,1,1,Bottle-Message,8,8,系,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,95,95,754,754
reveil-zh,1,real,1,1,Bottle-Message,8,8,。,4,杨志远希望这封明信片最终抵达何处？,他的家中,由发现者自行保存,继续随河水漂流,被送往博物馆收藏,0,96,96,755,755
reveil-zh,1,real,1,1,Bottle-Message,9,9,“,,,,,,,0,0,0,756,756
reveil-zh,1,real,1,1,Bottle-Message,9,9,我,,,,,,,0,1,1,757,757
reveil-zh,1,real,1,1,Bottle-Message,9,9,对,,,,,,,0,2,2,758,758
reveil-zh,1,real,1,1,Bottle-Message,9,9,祖,,,,,,,0,3,3,759,759
reveil-zh,1,real,1,1,Bottle-Message,9,9,父,,,,,,,0,4,4,760,760
reveil-zh,1,real,1,1,Bottle-Message,9,9,了,,,,,,,0,5,5,761,761
reveil-zh,1,real,1,1,Bottle-Message,9,9,解,,,,,,,0,6,6,762,762
reveil-zh,1,real,1,1,Bottle-Message,9,9,不,,,,,,,0,7,7,763,763
reveil-zh,1,real,1,1,Bottle-Message,9,9,多,,,,,,,0,8,8,764,764
reveil-zh,1,real,1,1,Bottle-Message,9,9,，,,,,,,,0,9,9,765,765
reveil-zh,1,real,1,1,Bottle-Message,9,9,后,,,,,,,0,10,10,766,766
reveil-zh,1,real,1,1,Bottle-Message,9,9,来,,,,,,,0,11,11,767,767
reveil-zh,1,real,1,1,Bottle-Message,9,9,才,,,,,,,0,12,12,768,768
reveil-zh,1,real,1,1,Bottle-Message,9,9,知,,,,,,,0,13,13,769,769
reveil-zh,1,real,1,1,Bottle-Message,9,9,道,,,,,,,0,14,14,770,770
reveil-zh,1,real,1,1,Bottle-Message,9,9,他,,,,,,,0,15,15,771,771
reveil-zh,1,real,1,1,Bottle-Message,9,9,是,,,,,,,0,16,16,772,772
reveil-zh,1,real,1,1,Bottle-Message,9,9,一,,,,,,,0,17,17,773,773
reveil-zh,1,real,1,1,Bottle-Message,9,9,位,,,,,,,0,18,18,774,774
reveil-zh,1,real,1,1,Bottle-Message,9,9,思,,,,,,,0,19,19,775,775
reveil-zh,1,real,1,1,Bottle-Message,9,9,想,,,,,,,0,20,20,776,776
reveil-zh,1,real,1,1,Bottle-Message,9,9,开,,,,,,,0,21,21,777,777
reveil-zh,1,real,1,1,Bottle-Message,9,9,明,,,,,,,0,22,22,778,778
reveil-zh,1,real,1,1,Bottle-Message,9,9,、,,,,,,,0,23,23,779,779
reveil-zh,1,real,1,1,Bottle-Message,9,9,崇,,,,,,,0,24,24,780,780
reveil-zh,1,real,1,1,Bottle-Message,9,9,尚,,,,,,,0,25,25,781,781
reveil-zh,1,real,1,1,Bottle-Message,9,9,自,,,,,,,0,26,26,782,782
reveil-zh,1,real,1,1,Bottle-Message,9,9,由,,,,,,,0,27,27,783,783
reveil-zh,1,real,1,1,Bottle-Message,9,9,、,,,,,,,0,28,28,784,784
reveil-zh,1,real,1,1,Bottle-Message,9,9,尊,,,,,,,0,29,29,785,785
reveil-zh,1,real,1,1,Bottle-Message,9,9,重,,,,,,,0,30,30,786,786
reveil-zh,1,real,1,1,Bottle-Message,9,9,他,,,,,,,0,31,31,787,787
reveil-zh,1,real,1,1,Bottle-Message,9,9,人,,,,,,,0,32,32,788,788
reveil-zh,1,real,1,1,Bottle-Message,9,9,的,,,,,,,0,33,33,789,789
reveil-zh,1,real,1,1,Bottle-Message,9,9,作,,,,,,,0,34,34,790,790
reveil-zh,1,real,1,1,Bottle-Message,9,9,家,,,,,,,0,35,35,791,791
reveil-zh,1,real,1,1,Bottle-Message,9,9,。,,,,,,,0,36,36,792,792
reveil-zh,1,real,1,1,Bottle-Message,9,9,”,,,,,,,0,37,37,793,793
reveil-zh,1,real,1,1,Bottle-Message,9,9,杨,,,,,,,0,38,38,794,794
reveil-zh,1,real,1,1,Bottle-Message,9,9,丹,,,,,,,0,39,39,795,795
reveil-zh,1,real,1,1,Bottle-Message,9,9,丹,,,,,,,0,40,40,796,796
reveil-zh,1,real,1,1,Bottle-Message,9,9,说,,,,,,,0,41,41,797,797
reveil-zh,1,real,1,1,Bottle-Message,9,9,。,,,,,,,0,42,42,798,798
reveil-zh,1,real,1,1,Bottle-Message,9,9,“,,,,,,,0,43,43,799,799
reveil-zh,1,real,1,1,Bottle-Message,9,9,他,,,,,,,0,44,44,800,800
reveil-zh,1,real,1,1,Bottle-Message,9,9,年,,,,,,,0,45,45,801,801
reveil-zh,1,real,1,1,Bottle-Message,9,9,轻,,,,,,,0,46,46,802,802
reveil-zh,1,real,1,1,Bottle-Message,9,9,时,,,,,,,0,47,47,803,803
reveil-zh,1,real,1,1,Bottle-Message,9,9,乐,,,,,,,0,48,48,804,804
reveil-zh,1,real,1,1,Bottle-Message,9,9,于,,,,,,,0,49,49,805,805
reveil-zh,1,real,1,1,Bottle-Message,9,9,助,,,,,,,0,50,50,806,806
reveil-zh,1,real,1,1,Bottle-Message,9,9,人,,,,,,,0,51,51,807,807
reveil-zh,1,real,1,1,Bottle-Message,9,9,，,,,,,,,0,52,52,808,808
reveil-zh,1,real,1,1,Bottle-Message,9,9,与,,,,,,,0,53,53,809,809
reveil-zh,1,real,1,1,Bottle-Message,9,9,妻,,,,,,,0,54,54,810,810
reveil-zh,1,real,1,1,Bottle-Message,9,9,子,,,,,,,0,55,55,811,811
reveil-zh,1,real,1,1,Bottle-Message,9,9,和,,,,,,,0,56,56,812,812
reveil-zh,1,real,1,1,Bottle-Message,9,9,两,,,,,,,0,57,57,813,813
reveil-zh,1,real,1,1,Bottle-Message,9,9,个,,,,,,,0,58,58,814,814
reveil-zh,1,real,1,1,Bottle-Message,9,9,女,,,,,,,0,59,59,815,815
reveil-zh,1,real,1,1,Bottle-Message,9,9,儿,,,,,,,0,60,60,816,816
reveil-zh,1,real,1,1,Bottle-Message,9,9,一,,,,,,,0,61,61,817,817
reveil-zh,1,real,1,1,Bottle-Message,9,9,同,,,,,,,0,62,62,818,818
reveil-zh,1,real,1,1,Bottle-Message,9,9,游,,,,,,,0,63,63,819,819
reveil-zh,1,real,1,1,Bottle-Message,9,9,历,,,,,,,0,64,64,820,820
reveil-zh,1,real,1,1,Bottle-Message,9,9,全,,,,,,,0,65,65,821,821
reveil-zh,1,real,1,1,Bottle-Message,9,9,国,,,,,,,0,66,66,822,822
reveil-zh,1,real,1,1,Bottle-Message,9,9,。,,,,,,,0,67,67,823,823
reveil-zh,1,real,1,1,Bottle-Message,9,9,了,,,,,,,0,68,68,824,824
